,sq_mt_built,n_rooms,n_bathrooms,buy_price,is_renewal_needed,is_new_development,is_exterior,has_garden,has_pool,has_terrace,has_balcony,has_parking,latitud,longitude
11424,82,2,1,550000,0,0,1,0,0,0,1,0,40.4361468,-3.6876108
11425,47,2,1,232000,0,0,1,0,0,0,0,0,40.3247608,-3.7716262
11426,72,2,2,450000,0,0,1,0,0,0,0,0,40.4252357,-3.6617008
11427,76,1,1,490000,0,0,0,0,0,0,0,0,40.4227772,-3.6897814
11430,51,1,1,325000,1,0,0,0,0,0,0,0,40.4239618,-3.6759759
11431,172,4,3,559000,0,0,1,0,0,1,0,1,40.4354355,-3.6609123
11432,150,4,2,645000,1,0,1,0,0,1,1,0,40.4351235,-3.6751265
11436,160,5,3,475000,1,0,1,0,0,0,0,0,40.4376477,-3.6772962
11440,115,3,2,730000,1,0,1,0,0,0,1,0,40.4379207,-3.6895467
11441,166,3,3,890000,0,0,1,0,0,1,0,1,40.4414462,-3.6788115
11442,101,3,2,550000,1,0,1,0,0,0,0,0,40.4324027,-3.6780167
11444,135,3,2,995000,0,0,1,0,0,1,0,1,40.4285458,-3.6722837
11447,118,2,2,850000,0,0,1,0,0,0,1,0,40.4254719,-3.6668806
11450,159,3,2,800000,0,0,1,0,0,0,1,0,40.4247491,-3.6750579
11453,75,2,1,585000,0,0,1,0,0,1,1,1,40.4322588,-3.6728125
11454,114,3,2,599000,0,0,1,0,0,0,1,0,40.4273824,-3.6770285
11459,70,2,2,420000,0,0,0,0,0,0,0,0,40.434339,-3.6567968
11464,132,3,2,880000,0,0,1,0,0,0,0,0,40.4414462,-3.6788115
11471,78,2,1,273000,0,0,1,0,0,0,0,0,40.4108865,-3.7204569
11472,97,2,2,375000,0,0,1,0,0,0,0,0,40.3945911,-3.6946377
11473,105,3,2,430000,1,0,1,0,0,1,0,0,40.3962138,-3.7023735
11474,70,3,1,299000,1,0,1,0,0,0,0,0,40.3042507,-3.461887
11475,85,3,2,381000,1,0,0,0,0,1,0,0,40.4020732,-3.7012827
11477,61,3,1,233000,1,0,0,0,0,0,0,0,40.3938214,-3.694708
11479,129,3,1,450000,0,0,1,0,0,1,0,0,40.4063507,-3.6945986
11480,120,4,2,440000,0,0,1,0,0,0,0,0,40.3991935,-3.7008069
11482,138,3,2,395000,0,0,1,0,1,0,0,0,40.3843704,-3.6857129
11483,52,2,2,269000,0,0,1,0,0,1,0,0,40.405033,-3.702372
11484,132,4,2,279000,1,0,1,0,0,0,0,0,40.3938214,-3.694708
11485,36,2,1,159000,1,0,0,0,0,0,0,0,40.3207069,-3.754356
11486,39,1,1,299990,0,0,1,0,1,0,0,1,40.3950987,-3.6843052
11487,95,4,1,428000,0,0,0,0,0,0,0,0,40.5018128,-3.8776243
11488,115,5,2,499000,0,0,1,0,0,1,0,1,40.3991935,-3.7008069
11489,85,3,1,398560,1,0,1,0,0,1,0,0,40.1828544,-3.1054121
11490,127,4,2,399900,1,0,1,0,0,1,0,0,40.3938214,-3.694708
11492,40,2,1,152000,0,0,0,0,0,0,0,0,40.4311078,-3.700125
11493,83,2,2,340000,0,0,1,0,1,1,0,1,40.3874811,-3.6938817
11494,135,3,2,450000,0,0,1,0,0,1,1,0,40.4033823,-3.7015255
11495,70,3,1,252000,0,0,0,0,0,0,0,0,40.4422626,-3.3553876
11496,52,1,1,199000,0,0,1,0,0,0,0,0,40.4059657,-3.7078263
11497,142,4,2,595000,0,0,1,0,1,1,0,0,40.5686773,-3.9919315
11498,76,2,1,275000,0,0,1,0,0,0,0,0,40.3949243,-3.7000665
11499,130,4,2,695000,0,0,1,0,1,1,1,1,40.3926206,-3.687037
11500,130,3,2,425000,1,0,1,0,0,0,0,0,40.4507436,-3.3814805
11501,108,3,1,375000,0,0,1,0,0,1,0,0,40.3991935,-3.7008069
11502,110,4,2,419000,0,0,1,0,0,0,0,0,40.3938214,-3.694708
11503,87,2,1,305000,0,0,1,0,0,1,0,1,40.3863606,-3.691213
11504,80,2,1,290000,0,0,1,0,0,0,0,0,40.3985325,-3.7067894
11505,102,3,2,365000,0,0,0,0,0,1,0,0,40.4020732,-3.7012827
11506,81,3,1,349000,0,0,0,0,0,0,0,0,40.3990083,-3.7008394
11507,150,4,2,619000,0,0,1,0,1,0,0,1,40.3986281,-3.6857367
11508,160,5,3,475000,1,0,1,0,0,0,0,0,40.4016206,-3.7191919
11509,115,3,2,619000,0,0,1,0,0,0,0,1,40.4620099,-3.4792226
11510,115,3,2,619000,0,0,1,0,0,0,1,1,40.4620099,-3.4792226
11511,83,2,2,340000,0,0,1,0,0,0,0,1,40.3874811,-3.6938817
11512,83,2,2,340000,0,0,1,0,1,0,0,1,40.3874811,-3.6938817
11513,145,4,2,575000,0,0,1,0,0,1,0,1,40.3986281,-3.6857367
11514,70,2,2,340000,0,0,0,0,0,0,0,0,40.4033232,-3.7132656
11515,117,3,2,549000,0,0,1,0,1,0,0,1,40.2898434,-3.7501448
11516,115,3,3,559000,0,0,1,0,0,1,0,0,40.4045918,-3.7045386
11517,120,4,2,475000,0,0,1,0,0,1,0,1,40.4065193,-3.70342
11518,41,1,1,199000,0,0,0,0,0,0,0,0,40.3938214,-3.694708
11519,100,3,2,360000,0,0,1,0,0,0,0,0,40.4311078,-3.700125
11520,97,3,1,339000,0,0,1,0,0,0,0,0,40.3991935,-3.7008069
11521,64,1,1,377000,0,0,1,0,0,1,0,1,40.4106154,-3.7068749
11522,55,2,1,194000,0,0,0,0,0,0,0,0,40.2889186,-3.7939133
11523,32,1,1,155000,0,0,0,0,0,0,0,0,40.4556839,-3.4775387
11524,101,3,1,378000,0,0,1,0,0,1,0,0,40.3938214,-3.694708
11525,56,2,1,182100,1,0,1,0,0,0,0,0,40.4025509,-3.7006694
11526,101,3,2,349000,0,0,1,0,0,1,0,0,40.3989182,-3.7003582
11527,48,2,1,215000,0,0,1,0,0,0,0,0,40.3991935,-3.7008069
11528,40,2,1,129900,1,0,0,0,0,0,0,0,40.4003534,-3.7040681
11529,77,2,2,340000,0,0,1,0,0,0,1,0,40.4033232,-3.7132656
11530,60,1,1,190000,0,0,0,0,0,0,0,0,40.4018591,-3.6908809
11531,117,3,2,525000,0,0,1,0,1,0,0,1,40.3956723,-3.6850248
11532,78,3,1,325000,0,0,0,0,0,0,0,0,40.5018128,-3.8776243
11533,34,1,1,168000,0,0,0,0,0,0,0,0,40.4018395,-3.7001222
11534,49,2,1,160000,1,0,0,0,0,0,0,0,40.3938214,-3.694708
11535,91,3,1,330000,1,0,1,0,0,0,0,0,40.4120405,-3.7205356
11536,116,3,2,599000,0,0,1,0,1,1,0,1,40.3947989,-3.6825502
11537,90,3,2,399000,0,0,1,0,0,1,1,1,40.4041793,-3.7009484
11538,114,3,2,345000,0,0,1,0,0,1,0,0,40.2759272,-3.1916418
11539,62,4,1,175000,0,0,0,0,0,0,0,0,40.4108784,-3.7183045
11540,73,3,1,260000,1,0,0,0,0,0,0,0,40.3964475,-3.6991991
11541,101,2,1,378000,0,0,1,0,0,0,0,0,40.3938214,-3.694708
11542,155,4,2,870000,0,0,1,0,1,1,1,1,40.4106154,-3.7068749
11544,53,1,1,179900,0,0,1,0,0,0,0,0,40.3949243,-3.7000665
11545,33,2,1,358000,0,0,1,0,0,1,0,0,40.405033,-3.702372
11548,80,2,1,290000,0,0,1,0,0,0,0,0,40.4048492,-3.6987338
11549,111,4,2,439000,0,0,1,0,0,0,0,0,40.400817,-3.710186
11550,60,3,1,399000,0,0,1,0,0,1,0,0,40.3938214,-3.694708
11551,80,3,2,280000,1,0,1,0,0,0,0,0,40.8738404,-3.8819968
11552,45,2,1,135000,1,0,0,0,0,1,0,0,40.4855927,-3.3592809
11553,83,2,2,340000,0,0,1,0,1,1,0,1,40.3874811,-3.6938817
11554,83,2,2,340000,0,0,1,0,1,0,0,1,40.3874811,-3.6938817
11555,45,2,1,135000,1,0,0,0,0,1,0,0,40.4855927,-3.3592809
11556,83,2,2,340000,0,0,1,0,1,0,0,1,40.3874811,-3.6938817
11557,43,1,1,125000,0,0,0,0,0,0,0,0,40.3910209,-3.6944432
11559,113,4,2,440000,0,0,1,0,0,1,1,1,40.3996857,-3.7000223
11560,65,2,1,210000,0,0,1,0,0,0,1,0,40.3991935,-3.7008069
11561,123,3,2,520000,0,0,1,0,0,0,0,1,40.40121005,-3.717624371101233
11562,78,2,2,350000,0,0,0,0,1,1,0,0,40.3928048,-3.6900389
11563,49,2,1,154000,1,0,0,0,0,0,0,0,40.3938214,-3.694708
11564,135,3,2,449000,0,0,1,0,0,1,0,0,40.3807234,-3.4116252
11565,98,2,2,448000,0,0,0,0,1,1,0,0,40.2898434,-3.7501448
11566,127,3,2,480000,0,0,1,0,1,1,0,1,40.3882938,-3.6881068
11567,74,2,2,395000,0,0,1,0,0,0,0,0,40.4137807,-3.7169401
11568,72,2,1,260000,1,0,1,0,0,1,0,0,40.3977555,-3.6979167
11569,141,5,2,398000,1,0,1,0,0,1,0,0,40.4120405,-3.7205356
11570,77,2,2,340000,0,0,1,0,0,0,1,0,40.4033232,-3.7132656
11571,75,2,2,311000,0,0,1,0,0,0,0,0,40.8738404,-3.8819968
11572,80,2,2,507000,0,1,1,0,1,1,1,1,40.4012368,-3.7191279
11573,93,2,2,557000,0,1,1,0,1,1,0,1,40.4012368,-3.7191279
11574,132,3,2,757000,0,1,1,0,1,1,0,1,40.4012368,-3.7191279
11575,55,1,1,328000,0,1,1,0,1,0,0,1,40.4012368,-3.7191279
11576,60,1,1,338000,0,1,1,0,1,0,1,1,40.4012368,-3.7191279
11577,117,3,2,550000,0,0,1,0,1,1,0,1,40.3950987,-3.6843052
11578,51,2,1,249000,0,0,1,0,0,0,0,0,40.4113373,-3.7195117
11580,80,3,1,328700,0,0,1,0,0,0,0,0,40.3993152,-3.6963368
11581,70,3,1,258000,1,0,1,0,0,1,0,0,40.3972119,-3.6989382
11582,51,1,1,154000,0,0,1,0,0,0,0,0,40.4059657,-3.7078263
11583,114,3,2,459000,0,0,1,0,0,1,0,1,40.3991935,-3.7008069
11584,56,2,1,280000,0,0,1,0,0,0,1,0,40.2889186,-3.7939133
11585,94,2,2,479000,0,0,1,0,1,0,0,1,40.2898434,-3.7501448
11586,84,1,1,181000,0,0,1,0,0,0,0,0,40.3973568,-3.6940298
11587,41,1,1,149900,0,0,0,0,0,0,0,0,40.39729215,-3.6894948496947286
11588,91,3,1,330000,1,0,1,0,0,0,0,0,40.5056777,-3.344252
11589,121,3,2,470000,0,0,1,0,0,0,0,1,40.5588236,-3.9672356
11590,138,3,2,369500,0,0,1,0,0,1,0,0,40.4192901,-3.709131
11591,106,3,2,515000,0,0,1,0,0,1,0,1,40.405033,-3.702372
11592,118,4,2,440000,0,0,1,0,0,1,0,1,40.3587534,-3.5197966
11593,140,4,2,610000,0,0,1,0,1,0,0,1,40.5588236,-3.9672356
11594,96,2,2,425000,0,0,1,0,0,0,0,0,40.4065291,-3.7110597
11596,114,3,2,479000,0,0,1,0,0,1,0,1,40.3991935,-3.7008069
11597,80,3,1,280000,1,0,0,0,0,1,0,0,40.4065193,-3.70342
11598,107,3,2,512000,0,0,1,0,0,1,0,1,40.3807234,-3.4116252
11599,184,3,2,975000,0,0,1,0,1,1,0,1,40.3069324,-3.471671
11600,53,2,2,210000,0,0,1,0,0,0,0,0,40.3991854,-3.6941314
11601,49,2,1,199900,0,0,0,0,0,0,0,0,40.3938214,-3.694708
11603,95,4,1,375000,0,0,1,0,0,0,1,0,40.3993152,-3.6963368
11604,152,5,2,479900,1,0,1,0,0,1,0,0,40.4008225,-3.698754
11605,50,2,1,179000,1,0,0,0,0,0,0,0,40.3938214,-3.694708
11606,120,3,2,575000,0,0,1,0,1,0,0,1,40.3954487,-3.6859594
11607,127,4,2,799700,0,1,1,0,1,1,0,1,40.3956027,-3.6785934
11608,125,3,2,512000,0,0,1,0,1,0,0,1,40.4065193,-3.70342
11609,79,2,1,270000,1,0,1,0,0,0,0,0,40.4018591,-3.6908809
11610,88,2,2,530000,0,0,1,0,0,0,0,1,40.4066852,-3.696383
11611,95,3,2,340000,0,0,1,0,0,0,0,0,40.4106154,-3.7068749
11613,133,4,2,540000,0,0,1,0,0,0,0,1,40.4003534,-3.7040681
11614,138,4,2,395000,0,0,1,0,1,1,0,0,40.3843704,-3.6857129
11615,95,4,1,350000,0,0,1,0,0,0,1,0,40.8596838,-3.6400958
11616,40,2,1,140000,0,0,1,0,0,0,0,0,40.405033,-3.702372
11617,76,2,1,275000,0,0,1,0,0,1,0,0,40.3949243,-3.7000665
11618,100,3,2,435000,0,0,1,0,0,0,0,1,40.4022265,-3.710800203037451
11619,71,3,1,227000,1,0,1,0,0,1,0,0,40.4120405,-3.7205356
11620,210,4,3,688649,0,1,1,0,1,0,0,0,40.4193311,-3.7200844
11621,129,3,2,498000,0,1,1,0,1,1,0,0,40.4193311,-3.7200844
11622,86,1,1,389307,0,1,1,0,1,1,0,0,40.4193311,-3.7200844
11623,166,2,2,765756,0,1,1,0,1,1,0,0,40.4193311,-3.7200844
11624,62,1,1,257157,0,1,1,0,1,1,0,0,40.4193311,-3.7200844
11625,80,1,1,376449,0,1,1,0,1,1,0,0,40.4193311,-3.7200844
11626,62,3,1,190000,0,0,0,0,0,0,1,0,40.3938214,-3.694708
11627,61,1,1,299000,0,0,0,0,0,1,0,0,40.4137358,-3.7199646
11628,113,4,2,339900,1,0,1,0,0,1,0,0,40.8378415,-3.4931194
11629,112,4,2,348000,0,0,1,0,0,1,0,0,40.4113373,-3.7195117
11630,111,4,2,348000,0,0,1,0,0,1,0,0,40.4113373,-3.7195117
11631,47,2,1,220000,0,0,0,0,0,1,0,0,40.5528443,-3.6295435
11632,118,3,2,445500,0,0,1,0,0,1,0,1,40.3977974,-3.7055999
11633,63,2,1,285000,0,0,1,0,0,0,0,0,40.4003534,-3.7040681
11634,64,1,1,219000,0,0,0,0,0,0,0,0,40.3998487,-3.6941973
11635,83,3,1,299000,1,0,0,0,0,0,0,0,40.3995999,-3.7024133
11636,98,2,2,448000,0,0,0,0,1,1,0,0,40.2898434,-3.7501448
11637,111,4,2,348000,0,0,1,0,0,1,0,0,40.4113373,-3.7195117
11638,40,1,1,165000,0,0,1,0,0,0,0,0,40.399174,-3.686109
11639,102,4,2,359000,1,0,1,0,0,0,1,0,40.4065193,-3.70342
11640,72,2,1,290000,0,0,1,0,0,0,0,0,40.4048492,-3.6987338
11641,45,2,1,175000,0,0,0,0,0,0,0,0,40.4065193,-3.70342
11642,224,4,3,745000,0,0,1,0,1,1,1,1,40.2898434,-3.7501448
11643,125,2,2,780000,0,0,1,0,0,0,0,0,40.3995708,-3.6994528
11644,131,2,1,280000,1,0,0,0,0,0,0,0,40.4106075,-3.7181959
11645,120,3,1,460000,0,0,1,0,0,1,0,1,40.1408128,-3.4138504
11646,114,4,2,395000,0,0,0,0,0,0,1,0,40.4113373,-3.7195117
11648,140,4,2,395000,1,0,1,0,1,0,0,0,40.3843704,-3.6857129
11649,260,5,2,995000,0,0,1,0,1,1,0,1,40.3069324,-3.471671
11650,44,2,1,190000,0,0,0,0,0,0,0,0,40.2889186,-3.7939133
11651,87,3,2,290000,0,0,0,0,0,0,0,0,40.3954163,-3.6928877
11652,130,4,2,449000,1,0,1,0,0,1,0,0,40.3949719,-3.6917489
11653,113,4,2,395000,0,0,1,0,0,1,0,0,40.4113373,-3.7195117
11654,83,3,1,359900,0,0,1,0,0,1,0,0,40.3939563,-3.695226
11655,149,5,2,452000,0,0,0,0,0,1,0,0,40.3995708,-3.6994528
11656,76,3,1,279000,0,0,0,0,0,0,0,0,40.3977555,-3.6979167
11657,106,3,2,415000,0,0,1,0,0,1,0,0,40.4120405,-3.7205356
11658,134,4,2,670000,0,1,1,0,1,0,0,0,40.4018395,-3.7001222
11659,120,3,2,560000,0,1,1,0,1,0,0,0,40.4018395,-3.7001222
11660,99,2,2,480000,0,1,1,0,1,0,0,0,40.4018395,-3.7001222
11661,97,2,1,309000,0,0,1,0,0,1,0,0,40.3974499,-3.7023928
11662,59,1,1,290000,0,1,0,0,0,0,0,1,40.4891203,-3.3786275
11663,127,3,2,480000,0,0,1,0,1,1,0,1,40.3882938,-3.6881068
11664,139,0,2,445000,0,0,1,0,0,1,0,0,40.4020732,-3.7012827
11665,62,2,1,279000,0,0,1,0,0,0,1,0,40.0685984,-3.4982986
11666,53,2,1,265000,0,0,0,0,0,1,0,0,40.4855927,-3.3592809
11667,46,1,1,245000,0,0,1,0,0,0,1,1,40.4065193,-3.70342
11668,230,3,2,954000,0,0,1,0,0,1,0,1,40.3890368,-3.6928231
11669,77,3,1,225000,0,0,1,0,0,0,0,0,40.3975906,-3.698084
11671,127,3,2,480000,0,0,1,0,1,1,0,1,40.3882938,-3.6881068
11672,140,3,2,395000,0,0,0,0,0,0,0,0,40.5588236,-3.9672356
11673,135,3,2,689000,0,1,1,0,1,1,0,1,40.4012368,-3.7191279
11674,116,2,2,597894,0,1,1,0,1,1,0,1,40.4012368,-3.7191279
11675,78,2,1,380000,0,0,1,0,0,0,0,0,40.4051197,-3.712905971695652
11676,142,4,2,520000,1,0,1,0,0,1,0,0,40.4018395,-3.7001222
11677,65,2,1,189900,0,0,0,0,0,0,0,0,40.3207069,-3.754356
11678,130,3,2,699000,0,0,1,0,0,1,0,1,40.3959436,-3.6898151
11679,131,5,2,399000,1,0,1,0,0,1,1,0,40.4018395,-3.7001222
11680,175,3,2,452000,0,0,1,0,0,1,0,0,40.3992285,-3.6957584
11681,140,5,2,350000,0,0,1,0,0,0,0,0,40.4193311,-3.7200844
11682,74,3,1,325000,1,0,1,0,0,0,0,0,40.4018591,-3.6908809
11683,113,4,2,340000,1,0,1,0,0,1,0,0,40.4253019,-3.703264
11684,110,1,1,382000,0,0,1,0,0,1,0,1,40.397447,-3.6945409
11685,110,1,1,382000,0,0,1,0,0,1,0,1,40.397447,-3.6945409
11686,137,3,2,449000,0,0,1,0,0,1,0,0,40.3201011,-3.6427863
11687,104,2,2,446500,0,0,1,0,1,1,0,0,40.5588236,-3.9672356
11688,35,2,1,150000,0,0,0,0,0,0,0,0,40.4005244,-3.6962584
11689,97,2,2,385000,0,0,1,0,0,0,0,0,40.3938214,-3.694708
11690,130,3,2,580000,1,0,1,0,0,1,0,0,40.3991935,-3.7008069
11691,140,3,2,395000,0,0,1,0,1,0,0,0,40.3843704,-3.6857129
11692,48,1,1,169000,0,0,0,0,0,0,0,0,40.40507105,-3.721889518389308
11693,105,2,2,395000,0,0,1,0,0,1,0,0,40.40968055,-3.701644426413222
11694,150,4,3,695000,0,0,1,0,1,1,0,1,40.3947989,-3.6825502
11695,62,2,1,175000,1,0,0,0,0,0,0,0,40.4108784,-3.7183045
11696,74,3,1,295000,1,0,0,0,0,0,0,0,40.4422626,-3.3553876
11697,110,1,1,375000,0,0,1,0,0,1,0,1,40.4891203,-3.3786275
11698,110,1,1,382000,0,0,1,0,0,1,0,1,40.397447,-3.6945409
11699,80,2,1,304900,0,0,1,0,0,1,0,0,40.4065193,-3.70342
11700,103,3,2,415000,0,0,1,0,0,0,0,0,40.4016182,-3.6975942
11701,160,3,2,350000,1,0,1,0,0,0,0,0,40.4031912,-3.7031251
11702,115,3,1,510000,0,0,1,0,1,1,0,1,40.3863606,-3.691213
11703,39,2,1,145000,1,0,0,0,0,0,0,0,40.4018591,-3.6908809
11704,78,2,1,270000,1,0,1,0,0,0,0,0,40.405033,-3.702372
11706,65,1,1,192000,0,0,1,0,0,0,0,0,40.4031912,-3.7031251
11707,140,3,2,395000,0,0,0,0,0,1,0,0,40.5588236,-3.9672356
11708,48,1,1,216000,0,0,0,0,0,0,0,0,40.2889186,-3.7939133
11709,111,3,1,420000,1,0,1,0,0,1,1,0,40.4065193,-3.70342
11710,76,2,1,380000,0,0,0,0,1,0,0,0,40.3914741,-3.689451
11711,71,2,1,290000,0,0,0,0,0,0,0,0,40.4048492,-3.6987338
11712,40,1,1,178000,0,0,0,0,0,0,0,0,40.4018591,-3.6908809
11713,110,3,2,490000,0,0,1,0,1,1,0,0,40.4507436,-3.3814805
11716,121,3,3,530000,0,0,1,0,0,1,1,0,40.405033,-3.702372
11717,140,4,2,395000,0,0,1,0,1,0,1,0,40.5588236,-3.9672356
11718,102,2,2,319000,0,0,1,0,0,0,0,0,40.40968055,-3.701644426413222
11719,71,2,2,166400,0,0,1,0,0,0,0,0,40.3949243,-3.7000665
11720,81,3,1,255000,1,0,1,0,0,0,0,0,40.3977555,-3.6979167
11721,101,3,2,369000,0,0,0,0,0,0,0,0,40.4018395,-3.7001222
11722,60,1,1,335000,0,0,1,0,1,0,0,1,40.3901461,-3.6902288
11723,66,2,1,244900,0,0,1,0,0,0,1,0,40.4052253,-3.7029281
11724,157,3,2,452000,0,0,1,0,0,1,0,0,40.3992285,-3.6957584
11725,102,3,1,410000,0,0,1,0,0,0,0,0,40.4137807,-3.7169401
11726,70,1,2,285000,0,0,1,0,0,0,0,0,40.3863606,-3.691213
11727,71,1,1,355000,0,0,1,0,0,1,0,0,40.2889186,-3.7939133
11728,75,2,1,398000,0,0,1,0,0,0,1,0,40.3990083,-3.7008394
11729,118,3,2,530000,0,0,1,0,1,0,0,1,40.4019907,-3.7188243
11730,91,2,2,415000,0,0,1,0,1,0,0,1,40.4065193,-3.70342
11731,35,1,1,150000,0,0,1,0,0,0,0,0,40.1828544,-3.1054121
11732,94,2,2,489000,0,0,1,0,1,0,0,1,40.2898434,-3.7501448
11733,60,2,1,250000,0,0,1,0,0,1,1,0,40.4044047,-3.7002102
11734,100,3,2,580000,1,0,1,0,0,1,0,0,40.3991935,-3.7008069
11735,80,3,1,315000,0,0,1,0,0,1,0,0,40.4065193,-3.70342
11736,120,3,2,460000,1,0,1,0,0,0,0,1,40.1408128,-3.4138504
11737,80,2,1,325000,0,0,1,0,1,0,0,0,40.4564806,-3.4639113
11738,130,4,2,449000,1,0,1,0,0,0,1,0,40.3952885,-3.693271658784285
11739,157,3,2,580000,0,0,1,0,1,0,0,1,40.3926206,-3.687037
11740,120,2,1,595000,0,0,1,0,1,1,0,1,40.405033,-3.702372
11741,66,2,1,175740,1,0,0,0,0,0,0,0,40.4041214,-3.6921341
11742,109,3,2,550000,0,0,1,0,0,0,0,1,40.4020732,-3.7012827
11743,40,1,1,219000,0,0,1,0,0,0,0,0,40.44002025,-3.731079833965667
11744,80,2,1,355000,0,0,1,0,0,1,0,0,40.3939563,-3.695226
11745,103,4,2,375000,0,0,1,0,0,1,0,0,40.4020732,-3.7012827
11746,74,1,1,220000,0,0,1,0,0,0,0,0,40.3999769,-3.7018363
11747,123,3,2,580000,1,0,1,0,0,1,0,0,40.3991935,-3.7008069
11748,100,3,2,449000,0,0,1,0,0,1,0,0,40.3807234,-3.4116252
11749,127,3,2,449000,0,0,1,0,0,1,0,1,40.3909446,-3.6945615
11750,95,3,2,270000,0,0,0,0,0,0,0,0,40.4010705,-3.7144109
11751,98,3,2,325000,0,0,1,0,0,0,0,0,40.4031912,-3.7031251
11753,60,1,1,335000,0,0,0,0,1,0,0,1,40.3893486,-3.6903193
11754,102,2,2,500000,0,0,1,0,0,0,1,1,40.406131,-3.698728
11755,106,1,2,385000,0,0,1,0,0,0,0,0,40.4113373,-3.7195117
11756,37,1,1,115000,0,0,0,0,0,0,0,0,40.5686773,-3.9919315
11757,30,1,1,125000,0,0,0,0,0,0,0,0,40.1408128,-3.4138504
11758,125,3,2,235000,1,0,1,0,0,0,0,0,40.4113373,-3.7195117
11759,45,0,1,134000,0,0,0,0,0,0,0,0,40.3938214,-3.694708
11760,91,3,1,335000,1,0,1,0,0,0,0,0,40.5056777,-3.344252
11761,40,1,1,219000,0,0,1,0,0,0,0,0,40.44002025,-3.731079833965667
11762,132,3,3,579000,0,0,1,0,1,0,0,1,40.3863606,-3.691213
11763,79,2,1,325000,1,0,1,0,0,0,0,0,40.4018591,-3.6908809
11764,150,2,2,680000,0,0,1,0,1,1,1,1,40.4032065,-3.7128314
11765,112,3,2,620000,0,0,1,0,1,1,0,1,40.403873,-3.7081555
11766,127,4,2,695000,0,0,1,0,1,1,0,1,40.3926206,-3.687037
11767,113,3,2,630000,0,0,0,0,1,1,0,1,40.2301373,-3.6408498
11768,85,2,1,480000,0,0,1,0,1,0,0,1,40.2898434,-3.7501448
11769,69,2,1,225000,0,0,0,0,0,0,0,0,40.4106154,-3.7068749
11770,120,5,2,415000,0,0,1,0,0,0,1,0,40.3956003,-3.6943798
11771,60,2,1,260000,0,0,1,0,0,0,1,0,40.2889186,-3.7939133
11772,100,2,1,634500,0,0,1,0,0,1,0,0,40.3960557,-3.6946845
11773,102,1,1,450000,0,0,1,0,1,1,0,1,40.3926206,-3.687037
11774,125,4,2,435000,1,0,0,0,0,0,1,0,40.39910395,-3.701792045087444
11775,98,3,2,580000,1,0,1,0,0,1,0,0,40.4063507,-3.6945986
11776,135,4,2,520000,0,0,1,0,1,0,0,0,40.3950181,-3.6991693353176816
11777,121,3,2,672000,0,0,0,0,1,0,0,1,40.4018395,-3.7001222
11779,43,1,1,199900,0,0,0,0,0,1,0,0,40.40035415,-3.703700649367629
11780,59,2,1,250000,0,0,0,0,0,0,1,0,40.4037961,-3.7027555
11782,130,3,2,465000,0,0,1,0,0,1,0,0,40.3974156,-3.6964577
11783,102,4,2,450000,1,0,0,0,0,1,0,0,40.4008239,-3.698253
11784,48,2,1,205000,0,0,0,0,0,0,1,0,40.405033,-3.702372
11785,35,0,1,190000,1,0,0,0,0,0,0,0,40.4018483,-3.703153
11786,120,3,2,540000,0,0,1,0,1,1,1,0,40.3086533,-3.9300616
11787,50,2,1,160000,0,0,1,0,0,0,0,0,40.4040749,-3.7059572
11788,62,2,1,175000,1,0,0,0,0,0,0,0,40.4106075,-3.7181959
11789,157,3,2,452000,0,0,0,0,0,0,0,0,40.3995708,-3.6994528
11790,140,3,2,500000,0,0,1,0,0,0,0,0,40.3938214,-3.694708
11791,70,3,1,230000,0,0,1,0,0,0,0,0,40.2889186,-3.7939133
11792,73,2,1,360000,0,0,1,0,0,1,0,0,40.3950852,-3.699996661634825
11794,58,1,1,299000,0,0,0,0,0,0,0,0,40.4107312,-3.717961
11795,43,2,1,88489,0,0,0,0,0,0,0,0,40.3938214,-3.694708
11796,53,2,1,250000,0,0,1,0,0,0,0,0,40.3925913,-3.6956853
11797,67,3,1,212000,0,0,0,0,0,0,0,0,40.3963582,-3.6964975
11798,91,3,1,335000,1,0,1,0,0,0,0,0,40.4120405,-3.7205356
11799,116,4,2,310000,1,0,1,0,0,0,0,0,40.3938214,-3.694708
11800,48,1,1,290000,0,0,1,0,0,0,1,1,40.4106154,-3.7068749
11801,75,2,1,210000,0,0,0,0,0,1,0,0,40.4120405,-3.7205356
11804,36,2,1,115000,0,0,0,0,0,1,0,0,40.3961103,-3.6928381
11805,36,2,1,145000,0,0,0,0,0,0,0,0,40.4018591,-3.6908809
11806,53,2,1,199500,0,0,0,0,0,0,0,0,40.4026763,-3.7009335
11807,110,4,2,359000,0,0,1,0,0,1,1,0,40.4106154,-3.7068749
11808,95,0,1,240000,0,0,1,0,0,0,0,1,40.4031912,-3.7031251
11809,54,2,1,249400,0,0,0,0,0,0,0,0,40.394731,-3.6969718
11810,140,3,2,500000,0,0,1,0,0,0,0,0,40.3938214,-3.694708
11811,68,3,1,274900,0,0,1,0,0,1,1,0,40.3961103,-3.6928381
11812,101,4,2,378000,0,0,0,0,0,1,0,0,40.3961103,-3.6928381
11814,150,3,2,650000,0,0,1,0,1,1,1,1,40.3954914,-3.685797
11815,98,2,2,448000,0,0,0,0,0,1,0,0,40.2898434,-3.7501448
11816,49,1,1,189000,0,0,1,0,0,0,0,0,40.5421256,-3.6426611
